record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
527,2023,JEE,CAP Round 2,EWS,Mumbai University,Other University,Engineering,Cyber Security,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.87,490,142000,600,11,80.89,230390,81,Technology,84.8,183329,83.7,195804,Increasing: 83.70->84.80->85.60,Low
528,2022,JEE,CAP Round 2,OPEN,Pune University,Home University,Engineering,Electrical Engineering,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.84,560,95000,420,19,69.8,363671,95,Technology,75.8,290665,75.0,300963,Increasing: 75.80->76.90->77.70,Low
529,2023,JEE,CAP Round 3,ST,Mumbai University,Other University,Engineering,Electronics and Telecommunication Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.02,435,128000,600,8,81.14,227564,74,Technology,76.7,280151,75.6,293140,Increasing: 75.60->76.70->77.50,High
530,2023,MHT CET,CAP Round 3,VJNT,Mumbai University,Other University,Engineering,Computer Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.97,485,125000,540,6,84.53,38972,77,Technology,80.9,48105,79.8,51026,Increasing: 79.80->80.90->81.70,High
531,2022,JEE,CAP Round 3,ST,Mumbai University,All India,Engineering,Cyber Security,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.17,360,145000,660,8,76.08,288171,67,Technology,81.9,217540,81.1,227877,Increasing: 81.90->83.00->83.80,Low
532,2023,MHT CET,CAP Round 2,VJNT,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.38,320,137000,720,10,78.91,52893,64,Technology,85.7,36334,84.6,38743,Increasing: 84.60->85.70->86.50,Low
533,2022,JEE,CAP Round 3,OBC,Pune University,Other University,Engineering,Civil Engineering,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.16,260,130000,780,26,85.91,169368,79,Civil,85.4,175548,84.6,186283,Increasing: 85.40->86.50->87.30,Medium
534,2024,MHT CET,CAP Round 1,OPEN,Mumbai University,All India,Engineering,Chemical Engineering,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.57,125,175000,600,30,99.95,462,67,Science,99.95,486,99.95,379,Stable: 99.10->99.95->99.95,Medium
535,2024,MHT CET,CAP Round 2,EWS,Pune University,Other University,Engineering,Computer Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.23,310,170000,840,13,92.69,18787,72,Technology,94.1,14864,93.3,17052,Increasing: 92.20->93.30->94.10,Medium
536,2024,MHT CET,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Electronics and Telecommunication Engineering,03104,"K. J. Somaiya College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.33,210,225000,720,32,99.95,213,55,Technology,98.7,3346,97.9,5480,Increasing: 96.80->97.90->98.70,Medium
537,2024,MHT CET,CAP Round 3,OPEN,Pune University,Home University,Engineering,Information Technology,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.0,510,122000,660,37,84.34,39291,100,Technology,82.3,44288,81.5,46567,Increasing: 80.40->81.50->82.30,Medium
538,2022,MHT CET,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Electronics and Telecommunication Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.95,485,130000,540,11,78.88,52876,89,Technology,79.1,52374,78.3,54661,Increasing: 79.10->80.20->81.00,Medium
539,2024,MHT CET,CAP Round 3,OBC,Pune University,Other University,Engineering,Electrical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,135000,720,16,83.3,41850,90,Technology,89.7,25921,88.9,27887,Increasing: 87.80->88.90->89.70,Low
540,2023,MHT CET,CAP Round 3,VJNT,Pune University,All India,Engineering,Mechanical Engineering,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.63,630,91000,420,4,57.82,105856,82,Mechanical,65.3,87162,64.2,89565,Increasing: 64.20->65.30->66.10,Low
541,2023,JEE,CAP Round 3,EWS,Mumbai University,All India,Engineering,Civil Engineering,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,490,137000,600,7,70.57,353960,70,Civil,78.3,260792,77.2,274615,Increasing: 77.20->78.30->79.10,Low
542,2024,JEE,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Robotics and Automation,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.66,580,112000,420,7,74.07,312288,64,Technology,74.2,310279,73.4,320548,Increasing: 72.30->73.40->74.20,Medium
543,2022,MHT CET,CAP Round 2,OPEN,Pune University,Other University,Engineering,Mechanical Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,2.97,510,107000,660,30,73.33,67055,55,Mechanical,77.8,55720,77.0,57702,Increasing: 77.80->78.90->79.70,Low
544,2022,JEE,CAP Round 1,ST,Mumbai University,Home University,Engineering,Cyber Security,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.96,485,130000,540,4,77.18,274482,88,Technology,76.8,279020,76.0,288889,Increasing: 76.80->77.90->78.70,Medium
545,2022,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Chemical Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.71,600,93000,480,24,74.14,311747,55,Science,75.7,293008,74.9,302640,Increasing: 75.70->76.80->77.60,Medium
546,2023,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Computer Engineering,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.36,285,155000,720,22,94.69,13687,63,Technology,94.6,13915,93.5,16842,Increasing: 93.50->94.60->95.40,Medium
547,2022,JEE,CAP Round 1,OBC,Pune University,Home University,Engineering,Mechanical Engineering,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.24,230,180000,720,16,96.7,40086,95,Mechanical,90.6,113939,89.8,123520,Increasing: 90.60->91.70->92.50,High
548,2023,MHT CET,CAP Round 1,ST,Pune University,Home University,Engineering,Civil Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.82,570,105000,540,7,67.86,80940,71,Civil,64.5,89173,63.4,91566,Increasing: 63.40->64.50->65.30,High
549,2023,JEE,CAP Round 2,ST,Pune University,All India,Engineering,Chemical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.57,101,120000,660,11,93.91,74141,53,Science,88.9,134127,87.8,148045,Increasing: 87.80->88.90->89.70,High
550,2023,JEE,CAP Round 3,OBC,Pune University,Home University,Engineering,Cyber Security,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,2.97,420,110000,780,19,86.78,160057,93,Technology,84.7,184308,83.6,197181,Increasing: 83.60->84.70->85.50,Medium
551,2022,MHT CET,CAP Round 3,EWS,Mumbai University,All India,Engineering,Chemical Engineering,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.85,505,135000,480,5,70.21,74795,67,Science,76.8,58531,76.0,60263,Increasing: 76.80->77.90->78.70,Low
552,2023,MHT CET,CAP Round 2,OBC,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,500,123000,480,14,84.35,39533,63,Technology,83.4,41887,82.3,44402,Increasing: 82.30->83.40->84.20,Medium
553,2024,JEE,CAP Round 2,SC,Mumbai University,All India,Engineering,Electrical Engineering,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.61,125,180000,600,9,85.7,172091,80,Technology,93.8,74821,93.0,85260,Increasing: 91.90->93.00->93.80,Low
554,2023,MHT CET,CAP Round 2,SC,Pune University,Other University,Engineering,Electrical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,145000,720,4,85.48,36774,72,Technology,85.6,36489,84.5,39152,Increasing: 84.50->85.60->86.40,Medium
555,2024,JEE,CAP Round 2,OPEN,Mumbai University,All India,Engineering,Chemical Engineering,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.67,550,125000,480,27,84.89,183105,60,Science,79.7,243660,78.9,254703,Increasing: 77.80->78.90->79.70,High
556,2024,JEE,CAP Round 1,OPEN,Pune University,Home University,Engineering,Electrical Engineering,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.25,230,185000,720,34,92.71,89039,95,Technology,97.2,35262,96.4,44230,Increasing: 95.30->96.40->97.20,Low
557,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Electronics and Telecommunication Engineering,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.11,350,130000,900,42,99.51,6169,64,Technology,94.2,70071,93.4,79633,Increasing: 92.30->93.40->94.20,High
558,2023,MHT CET,CAP Round 2,EWS,Pune University,Home University,Engineering,Robotics and Automation,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.1,350,135000,900,15,86.61,33878,75,Technology,87.6,31574,86.5,34189,Increasing: 86.50->87.60->88.40,Medium
559,2023,MHT CET,CAP Round 2,EWS,Mumbai University,All India,Engineering,Civil Engineering,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.75,525,130000,480,8,68.06,80435,57,Civil,76.0,60194,74.9,62984,Increasing: 74.90->76.00->76.80,Low
560,2023,JEE,CAP Round 1,OBC,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,150000,720,20,87.99,145145,89,Technology,95.6,54118,94.5,66298,Increasing: 94.50->95.60->96.40,Low
561,2022,JEE,CAP Round 1,OBC,Mumbai University,Home University,Engineering,Chemical Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,435,123000,600,18,73.96,312976,70,Science,82.0,216782,81.2,227236,Increasing: 82.00->83.10->83.90,Low
562,2022,JEE,CAP Round 1,OBC,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.47,700,85000,360,16,75.33,297576,85,Technology,69.9,361829,69.1,371526,Increasing: 69.90->71.00->71.80,High
563,2023,MHT CET,CAP Round 1,ST,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.07,350,135000,900,5,86.54,33964,82,Technology,81.2,47509,80.1,49851,Increasing: 80.10->81.20->82.00,High
564,2022,MHT CET,CAP Round 2,OBC,Pune University,Home University,Engineering,Mechanical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.42,250,145000,720,22,85.83,35594,80,Mechanical,86.1,35286,85.3,37188,Increasing: 86.10->87.20->88.00,Medium
565,2024,MHT CET,CAP Round 1,VJNT,Pune University,Other University,Engineering,Mechanical Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.32,180,190000,480,4,96.34,9572,63,Mechanical,92.7,18846,91.9,20285,Increasing: 90.80->91.90->92.70,High
566,2023,MHT CET,CAP Round 3,ST,Pune University,Other University,Engineering,Electrical Engineering,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.9,520,115000,540,4,69.96,75410,82,Technology,68.4,79160,67.3,82008,Increasing: 67.30->68.40->69.20,Medium
567,2024,MHT CET,CAP Round 1,OPEN,Mumbai University,Other University,Engineering,Robotics and Automation,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.04,400,136000,600,29,90.06,25016,89,Technology,91.4,21764,90.6,23738,Increasing: 89.50->90.60->91.40,Medium
568,2023,JEE,CAP Round 3,EWS,Pune University,Other University,Engineering,Electrical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.42,250,145000,720,9,97.37,32130,93,Technology,91.1,107942,90.0,120799,Increasing: 90.00->91.10->91.90,High
569,2022,JEE,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Information Technology,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.72,525,115000,480,5,76.43,284104,87,Technology,77.1,275189,76.3,284599,Increasing: 77.10->78.20->79.00,Medium
570,2022,MHT CET,CAP Round 3,VJNT,Mumbai University,Home University,Engineering,Civil Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,545,128000,360,7,62.31,94578,52,Civil,67.7,81276,66.9,82898,Increasing: 67.70->68.80->69.60,Low
571,2024,MHT CET,CAP Round 2,ST,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.63,151,200000,900,12,84.75,38335,85,Technology,92.4,19019,91.6,21262,Increasing: 90.50->91.60->92.40,Low
572,2022,JEE,CAP Round 2,VJNT,Pune University,All India,Engineering,Electrical Engineering,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.15,260,130000,780,4,83.56,198586,93,Technology,88.1,144520,87.3,153669,Increasing: 88.10->89.20->90.00,Low
573,2023,MHT CET,CAP Round 1,OBC,Pune University,Other University,Engineering,Mechanical Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.2,310,165000,840,23,88.96,27628,62,Mechanical,88.4,29525,87.3,32053,Increasing: 87.30->88.40->89.20,Medium
574,2023,MHT CET,CAP Round 2,ST,Pune University,Home University,Engineering,Information Technology,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,135000,720,10,79.16,52419,74,Technology,85.2,37463,84.1,39968,Increasing: 84.10->85.20->86.00,Low
575,2022,JEE,CAP Round 2,SC,Pune University,Other University,Engineering,Robotics and Automation,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.25,230,185000,720,6,80.48,234470,86,Technology,88.5,138295,87.7,148621,Increasing: 88.50->89.60->90.40,Low
576,2024,JEE,CAP Round 3,SC,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.92,485,135000,540,4,73.65,317023,61,Technology,80.5,234967,79.7,245251,Increasing: 78.60->79.70->80.50,Low
577,2022,JEE,CAP Round 2,OPEN,Mumbai University,All India,Engineering,Chemical Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,545,128000,360,18,72.72,327765,58,Science,78.3,261968,77.5,271621,Increasing: 78.30->79.40->80.20,Low
578,2023,MHT CET,CAP Round 1,OPEN,Pune University,Home University,Engineering,Civil Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.7,600,108000,480,27,76.42,59364,50,Civil,73.0,67608,71.9,70460,Increasing: 71.90->73.00->73.80,High
579,2022,MHT CET,CAP Round 2,EWS,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.25,310,175000,840,8,95.04,12886,67,Technology,90.7,23514,89.9,25455,Increasing: 90.70->91.80->92.60,High
580,2022,MHT CET,CAP Round 3,EWS,Mumbai University,Other University,Engineering,Robotics and Automation,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.72,545,113000,360,6,72.32,69609,82,Technology,76.5,59119,75.7,60966,Increasing: 76.50->77.60->78.40,Low
581,2024,MHT CET,CAP Round 3,EWS,Mumbai University,Other University,Engineering,Mechanical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.99,475,127000,420,4,79.64,51209,57,Mechanical,79.7,51161,78.9,53029,Increasing: 77.80->78.90->79.70,Medium
582,2024,MHT CET,CAP Round 1,SC,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.79,590,107000,480,8,66.76,83688,75,Technology,72.8,68151,72.0,70362,Increasing: 70.90->72.00->72.80,Low
583,2022,MHT CET,CAP Round 1,OPEN,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.73,600,98000,480,27,71.95,70293,71,Technology,79.7,50962,78.9,52865,Increasing: 79.70->80.80->81.60,Low
584,2022,JEE,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Electronics and Telecommunication Engineering,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.04,460,140000,420,8,85.2,178045,60,Technology,79.6,245052,78.8,256068,Increasing: 79.60->80.70->81.50,High
585,2024,MHT CET,CAP Round 1,SC,Mumbai University,Home University,Engineering,Civil Engineering,03104,"K. J. Somaiya College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.32,210,225000,720,5,86.79,33209,83,Civil,87.8,30539,87.0,32821,Increasing: 85.90->87.00->87.80,Medium
586,2024,MHT CET,CAP Round 2,OPEN,Mumbai University,Home University,Engineering,Civil Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,545,123000,360,13,80.31,49734,63,Civil,75.8,60952,75.0,62884,Increasing: 73.90->75.00->75.80,High
587,2023,JEE,CAP Round 2,OBC,Pune University,All India,Engineering,Computer Engineering,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.7,610,103000,480,11,73.4,320062,90,Technology,76.7,281293,75.6,293750,Increasing: 75.60->76.70->77.50,Low
